iter	Logloss
0	0.5103615108
1	0.3841359756
2	0.2980451811
3	0.2386974155
4	0.1986597827
5	0.1699217247
6	0.1487888224
7	0.1333921819
8	0.1196084118
9	0.1106988886
10	0.1036939133
11	0.09740476508
12	0.09007818753
13	0.08422260766
14	0.0773329164
15	0.07374848255
16	0.07080532685
17	0.06838269886
18	0.06319391609
19	0.05949410303
20	0.0582681281
21	0.05734807692
22	0.0561548687
23	0.05497684493
24	0.05369045853
25	0.05263469456
26	0.05161139814
27	0.04962187167
28	0.04834369847
29	0.04643367509
30	0.0461450163
31	0.0453597759
32	0.04464807814
33	0.04416597843
34	0.04363338473
35	0.04168472031
36	0.04112079224
37	0.04071691741
38	0.03980215586
39	0.03939577447
40	0.03881197516
41	0.03815180483
42	0.0376760146
43	0.03703395457
44	0.03654294135
45	0.03582968662
46	0.03526973144
47	0.03500874915
48	0.03464652506
49	0.03405429951
50	0.03380304661
51	0.03313668918
52	0.03209100135
53	0.03175106215
54	0.03134202687
55	0.03104419395
56	0.03073937391
57	0.03013558551
58	0.02987612166
59	0.02948643637
60	0.02923007061
61	0.02900539731
62	0.02875178062
63	0.02851922046
64	0.02820609203
65	0.02802202921
66	0.0276054765
67	0.0273576367
68	0.02720846414
69	0.02676596866
70	0.02658819947
71	0.02619772096
72	0.02601609445
73	0.02532661359
74	0.02501978331
75	0.02474760758
76	0.02459820839
77	0.02432295498
78	0.02402070723
79	0.02373000647
80	0.02355354041
81	0.02319317246
82	0.02276713285
83	0.02261528828
84	0.02250371652
85	0.02221836658
86	0.02200570939
87	0.02188022912
88	0.02171722964
89	0.02145287957
90	0.02115530954
91	0.02101444311
92	0.02090063221
93	0.02079417783
94	0.0206521805
95	0.02048613506
96	0.02036822435
97	0.02012290472
98	0.02003383088
99	0.01988783573
100	0.0197741744
101	0.01967296433
102	0.01951996619
103	0.01927186576
104	0.01899095218
105	0.0188760353
106	0.01881856326
107	0.01874532659
108	0.01837064331
109	0.01821599642
110	0.01807309595
111	0.01792808098
112	0.01779630482
113	0.01763582325
114	0.01736662209
115	0.01702323806
116	0.01691710664
117	0.01682822544
118	0.01662792205
119	0.01647232103
120	0.01638807789
121	0.01623199753
122	0.01613764313
123	0.01604652732
124	0.01587003974
125	0.01567693084
126	0.01553375275
127	0.01544819513
128	0.01531664561
129	0.0152339923
130	0.01491063249
131	0.01470617831
132	0.01464726035
133	0.01454919595
134	0.01444338409
135	0.01437959917
136	0.01430865942
137	0.0142147107
138	0.01410357974
139	0.01399683074
140	0.01380254561
141	0.0136583012
142	0.0135597892
143	0.01340669248
144	0.01333369264
145	0.01324679675
146	0.01316753615
147	0.0130771705
148	0.01294796097
149	0.01287357866
150	0.01280534719
151	0.01269932455
152	0.01253629901
153	0.01245014195
154	0.01239309712
155	0.01231778674
156	0.01227193762
157	0.01216810313
158	0.01205397153
159	0.01199417877
160	0.01195160903
161	0.01183852109
162	0.01178727468
163	0.01166264541
164	0.0115942859
165	0.0115310075
166	0.01146053689
167	0.01142845576
168	0.01133260898
169	0.01129613795
170	0.01123408451
171	0.01118865013
172	0.01113526429
173	0.01105753347
174	0.01100430289
175	0.01091776961
176	0.01087402138
177	0.01082517049
178	0.01074587589
179	0.01065867292
180	0.01061591847
181	0.01055957507
182	0.01052693415
183	0.01040485339
184	0.01033178102
185	0.01021819901
186	0.01017373689
187	0.01011272256
188	0.01008164769
189	0.009972055568
190	0.00991330985
191	0.009888542188
192	0.009795880739
193	0.009742065437
194	0.009674510468
195	0.009575281174
196	0.009537385756
197	0.009490162095
198	0.009370275707
199	0.009309175832
200	0.009276167769
201	0.009246073082
202	0.009189776141
203	0.00907921913
204	0.009020329499
205	0.008982268072
206	0.008949532535
207	0.008904274921
208	0.008812215751
209	0.008720775858
210	0.00868855478
211	0.008646580522
212	0.008588110731
213	0.008506973605
214	0.008440176159
215	0.008393615967
216	0.008330962518
217	0.008264453464
218	0.008217338587
219	0.008172233384
220	0.008127284558
221	0.008080911907
222	0.008067484994
223	0.008029343678
224	0.007985673066
225	0.007897662707
226	0.007866458081
227	0.007825231147
228	0.0077458408
229	0.007723847134
230	0.007688402759
231	0.007655947682
232	0.007617721378
233	0.007534591009
234	0.00748963935
235	0.007457670969
236	0.007434354896
237	0.007386921598
238	0.00733722423
239	0.007311010645
240	0.007251414484
241	0.007212857295
242	0.00714836698
243	0.007092417922
244	0.007068808924
245	0.007014919966
246	0.00697112244
247	0.006938086614
248	0.006909054272
249	0.006872893735
250	0.006833271934
251	0.006803721167
252	0.006763871033
253	0.006735844378
254	0.006717472885
255	0.006672988659
256	0.006641325666
257	0.006606910775
258	0.006592973936
259	0.00658389839
260	0.006538065693
261	0.006493884589
262	0.006457194295
263	0.006384654518
264	0.006293837301
265	0.006271128605
266	0.006229294293
267	0.006192717316
268	0.006169840912
269	0.006135605627
270	0.006110106504
271	0.006074627567
272	0.0060533291
273	0.006015831424
274	0.005988332259
275	0.005940753916
276	0.005898457271
277	0.005852757721
278	0.005818734339
279	0.005752843994
280	0.00572662531
281	0.00568632984
282	0.005662618858
283	0.005622683169
284	0.00560496778
285	0.005491974457
286	0.005468512205
287	0.005444092425
288	0.005421299875
289	0.005402468316
290	0.005361489546
291	0.005299498433
292	0.005283881106
293	0.005254794939
294	0.005206655111
295	0.005191342039
296	0.005160224668
297	0.00511627813
298	0.00507454127
299	0.005040215332
300	0.005021680096
301	0.004999803713
302	0.004980953456
303	0.004967385464
304	0.004959801734
305	0.004943569663
306	0.004933536023
307	0.004904262883
308	0.004847364229
309	0.00482124753
310	0.004776646587
311	0.004765526805
312	0.004746341131
313	0.004730175916
314	0.004703562323
315	0.004682744319
316	0.004676488379
317	0.004651371134
318	0.004624200022
319	0.004612886468
320	0.004603813755
321	0.004578493106
322	0.004570331461
323	0.004547783109
324	0.004537135292
325	0.004506653627
326	0.00449797809
327	0.004456361629
328	0.004442231302
329	0.004426719926
330	0.004412938048
331	0.004386045129
332	0.004374993054
333	0.004360623062
334	0.004348446883
335	0.004331181079
336	0.004314637953
337	0.004278223019
338	0.004264389299
339	0.004245351503
340	0.004217720324
341	0.00419685926
342	0.004174232436
343	0.004143745389
344	0.004118985092
345	0.004096234186
346	0.004080353114
347	0.004039022495
348	0.00402676048
349	0.004008735736
350	0.00397654837
351	0.003960614322
352	0.003943260414
353	0.003924091737
354	0.003914490967
355	0.003896458292
356	0.003885739368
357	0.003867852588
358	0.003861802885
359	0.00384866663
360	0.003816775304
361	0.003812682866
362	0.003791625764
363	0.003782957309
364	0.003769963266
365	0.003755792712
366	0.003747619734
367	0.003730732125
368	0.003725556662
369	0.00371079601
370	0.003696299669
371	0.003676075446
372	0.003667991705
373	0.003651659915
374	0.003629892883
375	0.00362583699
376	0.003621077116
377	0.00360634621
378	0.00359014615
379	0.003573489141
380	0.003559434453
381	0.003554985634
382	0.003536966273
383	0.003528806044
384	0.003508840466
385	0.003500891856
386	0.003488693298
387	0.00348068123
388	0.003447628407
389	0.003445415046
390	0.003416169385
391	0.003404647328
392	0.003381995008
393	0.003375495154
394	0.003363986412
395	0.003361807896
396	0.003350688964
397	0.003339214217
398	0.003334707323
399	0.003318178645
400	0.003292674423
401	0.003279349779
402	0.003266161398
403	0.003254895154
404	0.003245131775
405	0.00324225296
406	0.003233057298
407	0.003220710012
408	0.00320766696
409	0.003191441121
410	0.003184289412
411	0.003179305454
412	0.003175333699
413	0.003166744282
414	0.003160579846
415	0.003155566992
416	0.003142895619
417	0.003133205896
418	0.003125224141
419	0.003108393473
420	0.003086030111
421	0.003070226661
422	0.003053384945
423	0.003038156011
424	0.003026573613
425	0.003019422471
426	0.003013604501
427	0.003008295323
428	0.002981321665
429	0.002965466656
430	0.002957946384
431	0.002945443003
432	0.002939183097
433	0.002926025312
434	0.002918860855
435	0.002915131881
436	0.00290902297
437	0.002906443595
438	0.002896533754
439	0.002886979727
440	0.002877330232
441	0.002871414526
442	0.002856649058
443	0.002854095463
444	0.0028525807
445	0.002844406306
446	0.002838980696
447	0.002829757838
448	0.0028150156
449	0.002808214606
450	0.002797655176
451	0.002791621904
452	0.00277866299
453	0.002761743086
454	0.002755386577
455	0.002744394844
456	0.002728420851
457	0.002716124274
458	0.002714039528
459	0.002708696638
460	0.002698631836
461	0.00268829734
462	0.002685380848
463	0.002668511086
464	0.002661909814
465	0.002657416518
466	0.002647211203
467	0.002626179313
468	0.002619483421
469	0.002606712613
470	0.002592861329
471	0.002589446809
472	0.002579802979
473	0.002573070825
474	0.002563516799
475	0.002554082605
476	0.002546723243
477	0.002543977009
478	0.002539774654
479	0.002524236932
480	0.002518154933
481	0.002514491683
482	0.002506044196
483	0.002495098922
484	0.002485232424
485	0.002471939792
486	0.002462996544
487	0.002455970899
488	0.002452138807
489	0.002449817795
490	0.002446743225
491	0.002436460855
492	0.002433009224
493	0.002428102038
494	0.002426043354
495	0.002421346938
496	0.002415571462
497	0.002407405
498	0.002400595224
499	0.002397540486
500	0.002393874402
501	0.002390875189
502	0.002382353479
503	0.002363752661
504	0.002361452187
505	0.002346149597
506	0.002341313093
507	0.002336758181
508	0.002328346955
509	0.002321396383
510	0.002315259993
511	0.002309991468
512	0.00230322022
513	0.00230105516
514	0.002293611518
515	0.002291345606
516	0.002285856538
517	0.002283366825
518	0.002277253382
519	0.002268874309
520	0.002263681424
521	0.002257139642
522	0.002246521571
523	0.002234573159
524	0.002225668014
525	0.002222189328
526	0.002216691903
527	0.002211825511
528	0.002206076665
529	0.002194995694
530	0.002188831683
531	0.002185847059
532	0.002175462986
533	0.002166487301
534	0.002165039395
535	0.002156597148
536	0.002150977483
537	0.002138119421
538	0.00213308192
539	0.00212784824
540	0.002122084521
541	0.002119770166
542	0.002116965999
543	0.002106131492
544	0.002094728702
545	0.002083461183
546	0.002077376352
547	0.002057021956
548	0.002051585013
549	0.002045891834
550	0.002032913514
551	0.002024596624
552	0.002014116516
553	0.002008839776
554	0.002004682889
555	0.002001305764
556	0.001995473346
557	0.001991501024
558	0.001985666056
559	0.001980937344
560	0.001975802675
561	0.001971666752
562	0.001965949634
563	0.001957990117
564	0.001951998064
565	0.001950838408
566	0.001938658264
567	0.001931167595
568	0.001923501994
569	0.001912839729
570	0.001910044344
571	0.001902132137
572	0.001898088426
573	0.001896193485
574	0.001888540632
575	0.001882051401
576	0.00187801973
577	0.001872529104
578	0.001868526469
579	0.001859904474
580	0.001853967946
581	0.00185248647
582	0.00184720718
583	0.001845176967
584	0.00184259221
585	0.001840182811
586	0.001831455997
587	0.00182419947
588	0.001816495483
589	0.0018076147
590	0.001804126099
591	0.001794648279
592	0.001787912442
593	0.001785906592
594	0.00178060903
595	0.001772453192
596	0.001755706946
597	0.001752040296
598	0.001748724362
599	0.001742698455
600	0.001741017117
601	0.001734493041
602	0.001729591804
603	0.001724513085
604	0.001718821888
605	0.001715451137
606	0.001713535941
607	0.001708390081
608	0.001704406853
609	0.001701051399
610	0.00169680825
611	0.001693105197
612	0.001687141898
613	0.001682629338
614	0.001680121353
615	0.001675861773
616	0.00167226538
617	0.001671563382
618	0.001669883743
619	0.00166699643
620	0.001662875805
621	0.001661221379
622	0.001658024427
623	0.001647928038
624	0.00164520985
625	0.001638383785
626	0.001631803476
627	0.001625036053
628	0.001619096551
629	0.001615114738
630	0.001613502098
631	0.001612995005
632	0.001610849634
633	0.001609495214
634	0.001605117643
635	0.00160244804
636	0.001589325383
637	0.00158751288
638	0.001586410024
639	0.00158360699
640	0.001580465139
641	0.001576982912
642	0.001574517421
643	0.001572926594
644	0.001568831749
645	0.00156822352
646	0.001565984663
647	0.001556064198
648	0.001554201411
649	0.001551522459
650	0.001548320975
651	0.001543405149
652	0.001541283433
653	0.001533066828
654	0.001527570253
655	0.00152354878
656	0.001522787999
657	0.001521045894
658	0.001518642586
659	0.001508719713
660	0.001505813278
661	0.001500641922
662	0.001497943706
663	0.001495202147
664	0.001492880568
665	0.001489399616
666	0.001487590088
667	0.001485480695
668	0.001482898062
669	0.001477204882
670	0.001475614481
671	0.001473938383
672	0.001469713364
673	0.001466889084
674	0.001464407445
675	0.001463009823
676	0.001461928922
677	0.001460948448
678	0.001455715335
679	0.001453029584
680	0.001445892039
681	0.001443864093
682	0.001442382758
683	0.001437831246
684	0.001432206339
685	0.001430403326
686	0.001427613466
687	0.001426718971
688	0.001425266391
689	0.001423375416
690	0.001420046734
691	0.001417514669
692	0.001409781219
693	0.001404210705
694	0.001401686006
695	0.001398898694
696	0.001395535451
697	0.001391345844
698	0.001388354704
699	0.001386469112
700	0.001381691249
701	0.001378903229
702	0.001377277416
703	0.001374371689
704	0.001372617402
705	0.001371324882
706	0.001365468243
707	0.001364787633
708	0.001362741839
709	0.001359879881
710	0.00135502128
711	0.001352662731
712	0.001347047598
713	0.001345016536
714	0.00133618972
715	0.001332405787
716	0.001328332472
717	0.001326351127
718	0.001318876606
719	0.001316235332
720	0.001313107362
721	0.001311789063
722	0.001307616878
723	0.001304152074
724	0.001302694111
725	0.001301971433
726	0.001300788547
727	0.001296295534
728	0.001292235533
729	0.001289811119
730	0.001289007703
731	0.001283665522
732	0.001280314601
733	0.001278385382
734	0.001278016677
735	0.001275289566
736	0.001273244055
737	0.001269861689
738	0.001266921542
739	0.001265194168
740	0.001261151873
741	0.001253890388
742	0.001249870898
743	0.001247554985
744	0.001239017411
745	0.001235657
746	0.001234126373
747	0.001232282849
748	0.001229202048
749	0.001224657617
750	0.001223346825
751	0.001221555852
752	0.001220652575
753	0.00121923229
754	0.001212672095
755	0.001210490887
756	0.001209511263
757	0.001208937313
758	0.001208060241
759	0.001205412168
760	0.001202920755
761	0.001201529933
762	0.001199893921
763	0.001196860429
764	0.001195876556
765	0.001193586281
766	0.001189486335
767	0.001187791611
768	0.001185371659
769	0.001178379727
770	0.001176050712
771	0.001167365046
772	0.001165853966
773	0.00116406703
774	0.001162922814
775	0.001158928466
776	0.001158165277
777	0.0011538518
778	0.00115179857
779	0.001149312965
780	0.001148352888
781	0.001147731628
782	0.001145896533
783	0.001143253559
784	0.001140395638
785	0.001135345248
786	0.001134037642
787	0.001132232363
788	0.001127174253
789	0.00112216572
790	0.001120744302
791	0.001118060392
792	0.001116819998
793	0.001112768212
794	0.001109745273
795	0.001105907515
796	0.001104006837
797	0.001100344791
798	0.001099102838
799	0.00109801875
800	0.001095416854
801	0.001093480269
802	0.001092065225
803	0.001089077768
804	0.00108568315
805	0.001083980139
806	0.001082785213
807	0.001080394228
808	0.001079347888
809	0.001076708243
810	0.00107448178
811	0.001072474372
812	0.001070065256
813	0.001066669575
814	0.001063939985
815	0.001062183503
816	0.001060181052
817	0.001057512582
818	0.001055243979
819	0.001054292968
820	0.001049244277
821	0.001049081526
822	0.001046706547
823	0.001039688905
824	0.001037464142
825	0.001035538747
826	0.001033721215
827	0.001027314635
828	0.001025564598
829	0.001024295662
830	0.001023333319
831	0.001020720586
832	0.001014364149
833	0.001012980125
834	0.00101201417
835	0.001006090178
836	0.001005203545
837	0.001004422862
838	0.001000306203
839	0.0009988437784
840	0.0009966559134
841	0.000994694753
842	0.0009923114165
843	0.000991451625
844	0.0009899441568
845	0.0009881300958
846	0.0009853684935
847	0.000983077227
848	0.0009812769764
849	0.0009796818294
850	0.0009779076418
851	0.0009762997466
852	0.0009746733666
853	0.0009710373832
854	0.0009697736171
855	0.0009663942964
856	0.0009643890132
857	0.0009594550562
858	0.0009577982223
859	0.000956245215
860	0.0009520127601
861	0.0009489743106
862	0.000948323022
863	0.0009473206637
864	0.0009468825525
865	0.0009431811994
866	0.0009415123964
867	0.000940162722
868	0.0009384467509
869	0.0009378918525
870	0.0009334615888
871	0.0009322180073
872	0.0009317649524
873	0.0009306285969
874	0.0009295941558
875	0.0009285536239
876	0.0009255555435
877	0.0009246216003
878	0.0009181793253
879	0.000914420039
880	0.0009109566513
881	0.0009098499707
882	0.0009088929392
883	0.0009074275399
884	0.0009053316741
885	0.0009026683741
886	0.0008994598077
887	0.000897614018
888	0.0008955263676
889	0.0008933314204
890	0.0008922166659
891	0.0008907389435
892	0.0008899156258
893	0.0008885169418
894	0.0008867389297
895	0.000884539379
896	0.0008833641417
897	0.0008818448461
898	0.0008782243022
899	0.0008771525373
900	0.0008750248011
901	0.0008722845165
902	0.0008700047233
903	0.0008652509401
904	0.000864165648
905	0.0008638546641
906	0.0008621200665
907	0.0008612599209
908	0.0008579407997
909	0.0008554189334
910	0.0008543854129
911	0.0008522847311
912	0.0008510747197
913	0.0008501914149
914	0.0008478850631
915	0.0008465504031
916	0.000844357793
917	0.0008425447235
918	0.0008407791763
919	0.0008391877829
920	0.0008370779649
921	0.0008360009591
922	0.0008351726838
923	0.0008339682674
924	0.0008318670899
925	0.0008303108955
926	0.0008286149673
927	0.0008274577899
928	0.0008225529411
929	0.0008215038396
930	0.0008203061514
931	0.0008192115107
932	0.0008186537794
933	0.0008165907754
934	0.0008156052022
935	0.0008149930079
936	0.0008127567709
937	0.0008104183362
938	0.0008071975174
939	0.0008057598807
940	0.0008019140487
941	0.0008014507245
942	0.0007993537963
943	0.0007977131101
944	0.0007971244291
945	0.0007959861614
946	0.0007939012731
947	0.0007934896497
948	0.0007930398526
949	0.0007919187241
950	0.0007895113786
951	0.0007860452997
952	0.0007842313803
953	0.0007832793772
954	0.0007809240158
955	0.0007797707336
956	0.000776840785
957	0.0007758689514
958	0.0007747750189
959	0.0007740504994
960	0.0007702359711
961	0.000768994231
962	0.0007653230486
963	0.0007647057551
964	0.0007631045881
965	0.0007607963948
966	0.0007584471242
967	0.0007575926444
968	0.0007568759153
969	0.0007543210455
970	0.0007534605457
971	0.000751813627
972	0.0007503939086
973	0.0007480284195
974	0.0007466318602
975	0.0007449860039
976	0.0007426939583
977	0.0007418166735
978	0.0007411623395
979	0.0007397633014
980	0.0007371880345
981	0.0007368064401
982	0.0007351371413
983	0.0007333538175
984	0.0007311841541
985	0.0007285770876
986	0.0007257037974
987	0.0007245884056
988	0.0007236487257
989	0.0007230605404
990	0.0007220376434
991	0.0007200999254
992	0.0007179605034
993	0.0007171766342
994	0.00071685014
995	0.0007139236617
996	0.0007125470037
997	0.000709791988
998	0.0007084194377
999	0.0007078165921
1000	0.0007064401466
1001	0.0007043896783
1002	0.0007029842661
1003	0.0007022686703
1004	0.0007008441359
1005	0.0006998288878
1006	0.0006982013038
1007	0.0006965096958
1008	0.0006931758435
